Id,Income,Age,Experience,Married/Single,House_Ownership,Car_Ownership,Profession,CITY,STATE,CURRENT_JOB_YRS,CURRENT_HOUSE_YRS,Risk_Flag
158283,8282569,62,9,single,rented,yes,Air_traffic_controller,Dehradun,Uttarakhand,5,12,0
158284,8593281,22,19,single,rented,no,Chef,Ambala,Haryana,11,11,0
158285,8978055,60,9,single,rented,no,Web_designer,Sirsa,Haryana,9,14,0
158292,3577693,46,4,married,rented,no,Technical_writer,Sonipat,Haryana,4,14,0
158319,8217682,67,10,single,norent_noown,yes,Computer_operator,Sirsa,Haryana,10,10,0
158327,7379284,24,12,single,rented,yes,Scientist,Gurgaon,Haryana,9,11,0
158359,6184253,42,20,single,rented,no,Chemical_engineer,Sonipat,Haryana,12,13,0
158365,9034541,68,4,single,rented,no,Firefighter,Patiala,Punjab,4,10,0
158378,1342169,37,16,single,rented,no,Comedian,Haridwar,Uttarakhand,8,12,0
158383,912537,27,20,single,rented,no,Flight_attendant,Bathinda,Punjab,11,11,0
158389,8654497,79,4,single,rented,no,Financial_Analyst,Bathinda,Punjab,4,13,0
158416,779324,45,20,single,rented,no,Architect,Srinagar,Jammu_and_Kashmir,4,10,0
158417,1166694,66,3,single,rented,no,Flight_attendant,Phagwara,Punjab,3,14,0
158429,7076437,71,14,single,rented,no,Microbiologist,Jammu[16],Jammu_and_Kashmir,8,12,0
158431,2279438,65,3,single,rented,no,Secretary,Gurgaon,Haryana,3,10,0
158435,436140,73,13,single,rented,no,Petroleum_Engineer,Shimla,Himachal_Pradesh,11,10,0
158445,5365286,26,12,single,rented,yes,Design_Engineer,Patiala,Punjab,7,12,0
158451,1650754,78,8,single,rented,no,Designer,Faridabad,Haryana,8,12,0
158467,242890,78,12,single,rented,no,Scientist,Karnal,Haryana,3,10,0
158485,7979699,47,15,married,rented,yes,Computer_operator,Karnal,Haryana,10,13,0
158494,151700,33,20,single,rented,no,Politician,Patiala,Punjab,6,13,0
158511,5679259,78,17,single,rented,no,Official,Rohtak,Haryana,14,10,0
158525,5792043,71,6,single,norent_noown,yes,Graphic_Designer,Panipat,Haryana,6,11,0
158547,2822867,52,16,single,rented,no,Artist,Srinagar,Jammu_and_Kashmir,6,14,0
158571,4281870,53,1,married,rented,no,Aviator,Bhiwani,Haryana,1,12,0
158573,831249,75,8,single,rented,no,Aviator,Bathinda,Punjab,8,11,0
158588,9962662,79,19,single,rented,no,Microbiologist,Amritsar,Punjab,7,11,0
158605,600473,24,11,single,rented,no,Analyst,Faridabad,Haryana,6,14,0
158607,1478769,22,14,single,rented,no,Secretary,Shimla,Himachal_Pradesh,8,12,0
158622,6913078,38,14,married,rented,no,Aviator,Sirsa,Haryana,3,14,0
158624,5047941,36,14,single,rented,no,Consultant,Jalandhar,Punjab,7,12,0
158664,4343535,26,15,married,norent_noown,no,Hotel_Manager,Amritsar,Punjab,11,14,0
158681,550542,33,11,single,rented,no,Army_officer,Haridwar,Uttarakhand,4,13,0
158713,2586645,50,6,single,rented,no,Technical_writer,Gurgaon,Haryana,6,10,0
158728,732443,65,4,single,rented,no,Physician,Karnal,Haryana,4,14,0
158729,3582731,54,2,single,rented,no,Magistrate,Haridwar,Uttarakhand,2,14,0
158737,4745314,61,18,married,rented,no,Computer_operator,Rohtak,Haryana,4,14,0
158749,1369446,59,3,single,rented,no,Police_officer,Bathinda,Punjab,3,11,1
158755,3306272,60,3,single,owned,no,Police_officer,Sonipat,Haryana,3,13,0
158766,7644982,24,1,single,rented,no,Scientist,Faridabad,Haryana,1,11,1
158821,2240230,31,3,married,rented,no,Surveyor,Bhiwani,Haryana,3,12,0
158837,7724617,25,0,single,rented,no,Computer_hardware_engineer,Dehradun,Uttarakhand,0,13,0
158840,3671761,29,18,single,rented,yes,Scientist,Dehradun,Uttarakhand,3,14,0
158851,6203334,28,12,single,rented,no,Microbiologist,Karnal,Haryana,6,13,0
158855,5486340,61,13,single,rented,no,Comedian,Jalandhar,Punjab,12,11,0
158875,1662067,31,14,single,rented,yes,Technical_writer,Sirsa,Haryana,7,10,0
158878,9112796,27,5,single,rented,yes,Statistician,Haridwar,Uttarakhand,5,12,0
158926,7319293,40,6,single,rented,no,Designer,Phagwara,Punjab,4,14,0
158927,5659276,66,19,single,rented,no,Analyst,Patiala,Punjab,9,14,0
158932,291391,33,8,single,rented,no,Technical_writer,Bhiwani,Haryana,6,13,0
158953,882249,36,14,single,owned,no,Dentist,Phagwara,Punjab,12,13,0
158955,3117744,55,18,single,rented,no,Flight_attendant,Amritsar,Punjab,7,12,0
158967,8723870,71,16,single,rented,no,Analyst,Panchkula,Haryana,14,13,0
158988,6554261,44,12,single,rented,no,Consultant,Panchkula,Haryana,12,10,0
159009,659529,60,10,single,rented,no,Civil_engineer,Srinagar,Jammu_and_Kashmir,8,10,0
159011,3689673,43,11,single,rented,no,Librarian,Gurgaon,Haryana,11,13,0
159013,1877926,52,16,single,rented,no,Fashion_Designer,Bhiwani,Haryana,14,13,0
159023,7171033,68,19,married,rented,no,Computer_operator,Jalandhar,Punjab,4,10,0
159037,6108808,76,16,married,rented,no,Computer_hardware_engineer,Panipat,Haryana,3,12,0
159040,6563391,42,9,married,rented,no,Mechanical_engineer,Faridabad,Haryana,9,12,0
159047,3106207,66,6,single,rented,no,Petroleum_Engineer,Sirsa,Haryana,4,10,0
159062,8393068,61,15,married,rented,no,Lawyer,Srinagar,Jammu_and_Kashmir,6,14,0
159065,8801912,33,16,married,rented,no,Flight_attendant,Gurgaon,Haryana,9,14,0
159073,9409023,43,5,single,rented,no,Police_officer,Rohtak,Haryana,4,11,0
159086,1589605,46,13,single,rented,no,Architect,Ambala,Haryana,9,10,0
159133,2153305,21,11,single,rented,yes,Computer_hardware_engineer,Shimla,Himachal_Pradesh,11,14,0
159149,6588127,76,5,single,rented,no,Technician,Bhiwani,Haryana,5,10,0
159157,6010140,75,15,single,rented,yes,Fashion_Designer,Jalandhar,Punjab,9,10,0
159159,490369,23,7,single,rented,yes,Analyst,Jalandhar,Punjab,6,14,0
159192,7058393,68,11,single,rented,no,Industrial_Engineer,Panipat,Haryana,11,11,0
159204,3125040,56,12,single,rented,no,Drafter,Sirsa,Haryana,11,13,0
159212,3917443,27,4,single,rented,no,Geologist,Amritsar,Punjab,4,13,0
159222,8249799,42,19,single,rented,no,Web_designer,Panipat,Haryana,12,10,0
159232,8817634,22,1,single,rented,no,Petroleum_Engineer,Jalandhar,Punjab,1,14,0
159247,1612818,79,10,single,rented,no,Lawyer,Sonipat,Haryana,10,11,0
159267,3019045,76,12,single,rented,no,Design_Engineer,Jammu[16],Jammu_and_Kashmir,11,12,0
159273,66912,27,10,married,rented,no,Software_Developer,Jalandhar,Punjab,10,14,0
159279,7779778,27,11,single,rented,no,Engineer,Rohtak,Haryana,8,12,0
159285,4275801,78,8,married,rented,yes,Computer_hardware_engineer,Amritsar,Punjab,3,11,0
159288,3599124,47,2,single,rented,yes,Psychologist,Panchkula,Haryana,2,14,0
159350,170128,29,17,single,rented,no,Analyst,Ambala,Haryana,12,12,0
159371,3816048,55,1,single,rented,no,Chemical_engineer,Sirsa,Haryana,1,14,0
159376,2549997,51,15,married,rented,no,Statistician,Faridabad,Haryana,13,14,0
159386,3204106,27,17,single,rented,no,Magistrate,Ludhiana,Punjab,7,12,0
159433,5542629,22,16,single,rented,no,Technology_specialist,Ludhiana,Punjab,3,13,0
159453,2003507,61,5,single,rented,no,Dentist,Faridabad,Haryana,3,10,0
159517,8019114,73,17,single,rented,no,Artist,Srinagar,Jammu_and_Kashmir,9,14,0
159524,7750486,43,10,single,rented,no,Designer,Haridwar,Uttarakhand,10,10,0
159527,9202245,74,16,single,rented,yes,Financial_Analyst,Sirsa,Haryana,13,12,0
159559,4190150,31,4,single,rented,no,Air_traffic_controller,Phagwara,Punjab,4,12,1
159572,5737594,26,11,single,rented,no,Lawyer,Gurgaon,Haryana,10,12,0
159616,8502580,66,5,single,rented,yes,Chemical_engineer,Sonipat,Haryana,5,10,0
159626,8165921,51,20,single,rented,no,Chartered_Accountant,Karnal,Haryana,11,14,0
159628,1902407,68,11,single,rented,no,Design_Engineer,Bathinda,Punjab,11,10,0
159637,6758342,33,3,single,rented,no,Comedian,Patiala,Punjab,3,11,0
159641,326917,31,20,single,rented,no,Industrial_Engineer,Dehradun,Uttarakhand,11,10,0
159660,962072,25,14,single,rented,yes,Consultant,Phagwara,Punjab,4,11,0
159674,729340,57,13,single,rented,no,Lawyer,Dehradun,Uttarakhand,13,10,0
159680,3169984,29,1,single,rented,no,Politician,Haridwar,Uttarakhand,1,11,0
159690,6000177,70,1,single,rented,no,Hotel_Manager,Faridabad,Haryana,1,14,0
159703,7982817,60,6,single,rented,yes,Psychologist,Bhiwani,Haryana,5,14,0
159714,7360578,26,6,married,rented,yes,Scientist,Faridabad,Haryana,6,10,0
159743,7089126,76,14,single,rented,no,Engineer,Panchkula,Haryana,5,12,0
159748,1739250,29,3,single,rented,no,Psychologist,Bhiwani,Haryana,3,11,0
159753,3316589,76,6,single,rented,no,Police_officer,Gurgaon,Haryana,3,14,0
159755,582273,64,14,single,rented,no,Dentist,Karnal,Haryana,3,13,0
159758,5347851,73,18,single,rented,no,Dentist,Jammu[16],Jammu_and_Kashmir,8,10,0
159761,7757947,62,5,single,rented,no,Air_traffic_controller,Shimla,Himachal_Pradesh,4,13,0
159763,7273604,27,9,single,rented,yes,Chemical_engineer,Faridabad,Haryana,9,14,0
159795,5920246,75,13,single,rented,yes,Technology_specialist,Bathinda,Punjab,13,13,0
159817,8342442,30,17,single,rented,no,Chemical_engineer,Jammu[16],Jammu_and_Kashmir,11,10,0
159846,9312068,23,0,single,rented,no,Industrial_Engineer,Panipat,Haryana,0,11,0
159875,7128746,79,4,single,rented,no,Magistrate,Amritsar,Punjab,4,11,0
159879,1200485,63,16,single,owned,no,Industrial_Engineer,Gurgaon,Haryana,4,14,0
159884,1410169,29,17,single,rented,no,Biomedical_Engineer,Ludhiana,Punjab,5,13,0
159888,3315193,64,16,single,rented,no,Engineer,Phagwara,Punjab,6,12,0
159889,2582117,54,11,single,rented,yes,Architect,Karnal,Haryana,3,14,0
159905,2577341,48,7,single,rented,yes,Software_Developer,Sirsa,Haryana,7,11,0
159915,383685,58,4,single,rented,no,Lawyer,Panchkula,Haryana,4,10,0
159930,9604465,45,12,married,rented,yes,Designer,Shimla,Himachal_Pradesh,6,12,0
159932,8996000,75,14,single,rented,yes,Air_traffic_controller,Srinagar,Jammu_and_Kashmir,9,11,0
159958,5828170,66,17,single,rented,no,Petroleum_Engineer,Ludhiana,Punjab,14,14,0
159961,8047392,61,2,single,rented,no,Graphic_Designer,Phagwara,Punjab,2,14,1
159996,1350358,39,11,single,rented,no,Librarian,Gurgaon,Haryana,11,14,0
160001,4220551,79,1,single,rented,no,Surveyor,Gurgaon,Haryana,1,14,0
160006,3301023,33,16,married,rented,no,Police_officer,Panchkula,Haryana,4,11,0
160036,6597082,50,10,single,rented,yes,Magistrate,Jammu[16],Jammu_and_Kashmir,3,11,0
160044,6370366,59,2,single,rented,yes,Graphic_Designer,Yamunanagar,Haryana,2,13,0
160060,2602671,59,2,single,rented,yes,Design_Engineer,Bathinda,Punjab,2,11,0
160086,7234302,31,1,single,rented,no,Chef,Haridwar,Uttarakhand,1,11,0
160090,1489858,24,16,single,owned,yes,Lawyer,Phagwara,Punjab,11,14,0
160094,790606,32,8,single,norent_noown,yes,Architect,Dehradun,Uttarakhand,8,12,0
160103,2487718,24,12,single,owned,no,Police_officer,Ludhiana,Punjab,10,11,0
160170,8344782,77,16,single,rented,no,Scientist,Rohtak,Haryana,12,10,0
160173,9282657,57,17,single,rented,no,Web_designer,Sonipat,Haryana,3,14,0
160180,6569934,72,9,single,rented,yes,Comedian,Panipat,Haryana,3,14,0
160192,5874168,39,12,single,rented,no,Drafter,Ludhiana,Punjab,10,14,0
160201,3267322,37,9,single,rented,yes,Statistician,Gurgaon,Haryana,9,10,0
160230,3071743,59,16,single,norent_noown,yes,Magistrate,Srinagar,Jammu_and_Kashmir,10,14,0
160233,4325297,26,19,single,rented,no,Comedian,Jalandhar,Punjab,11,10,0
160287,874408,47,18,single,rented,no,Chef,Bhiwani,Haryana,3,11,0
160297,972023,37,6,single,rented,yes,Designer,Yamunanagar,Haryana,5,11,0
160328,1232691,43,9,single,rented,yes,Mechanical_engineer,Srinagar,Jammu_and_Kashmir,9,11,0
160338,1779655,74,8,single,rented,no,Technician,Yamunanagar,Haryana,7,12,0
160368,1230362,67,7,single,rented,no,Software_Developer,Haridwar,Uttarakhand,7,10,0
160370,4643972,36,9,single,rented,no,Flight_attendant,Sonipat,Haryana,3,13,0
160374,1696344,31,18,single,rented,no,Librarian,Amritsar,Punjab,13,10,0
160390,7083559,52,10,single,rented,no,Computer_operator,Bathinda,Punjab,5,13,0
160401,4212878,28,10,single,rented,yes,Chemical_engineer,Patiala,Punjab,7,14,0
160405,3423010,74,3,single,rented,yes,Computer_hardware_engineer,Dehradun,Uttarakhand,3,10,0
160408,78418,35,18,single,rented,no,Air_traffic_controller,Bathinda,Punjab,12,12,0
160417,7773050,59,19,single,rented,no,Magistrate,Phagwara,Punjab,3,12,0
160428,6982803,38,17,single,rented,no,Consultant,Bathinda,Punjab,5,11,0
160471,2745019,58,16,single,owned,no,Design_Engineer,Bathinda,Punjab,6,14,0
160476,5879597,46,17,single,rented,no,Graphic_Designer,Bathinda,Punjab,9,11,0
160545,6325513,69,15,single,rented,yes,Army_officer,Yamunanagar,Haryana,4,11,0
160566,2861281,25,19,single,rented,no,Air_traffic_controller,Sirsa,Haryana,5,12,0
160577,5176250,42,14,single,rented,no,Analyst,Bhiwani,Haryana,6,14,0
160625,8257194,48,8,single,rented,no,Official,Panipat,Haryana,8,10,0
160668,7127792,36,8,single,norent_noown,no,Computer_hardware_engineer,Yamunanagar,Haryana,8,13,0
160682,2848384,77,19,single,rented,no,Computer_operator,Shimla,Himachal_Pradesh,5,10,0
160698,6718459,66,0,single,rented,yes,Chemical_engineer,Faridabad,Haryana,0,12,0
160699,4806341,79,3,single,rented,no,Computer_operator,Panchkula,Haryana,3,13,0
160701,4973814,24,19,single,rented,no,Computer_operator,Amritsar,Punjab,6,12,0
160724,3830939,53,3,single,rented,yes,Chef,Sonipat,Haryana,3,11,0
160739,743219,54,5,single,owned,no,Statistician,Haridwar,Uttarakhand,5,12,0
160767,9739777,22,18,single,rented,no,Firefighter,Panipat,Haryana,4,10,0
160777,4195478,52,12,single,owned,no,Aviator,Panipat,Haryana,5,13,0
160796,5524586,67,7,single,rented,no,Technical_writer,Karnal,Haryana,7,12,0
160797,338634,72,13,single,rented,yes,Technology_specialist,Srinagar,Jammu_and_Kashmir,8,12,0
160802,6127106,72,7,single,rented,no,Mechanical_engineer,Faridabad,Haryana,7,12,0
160811,12608,64,19,single,norent_noown,no,Physician,Dehradun,Uttarakhand,5,11,0
160828,8489881,34,4,married,rented,no,Designer,Jalandhar,Punjab,4,12,0
160834,226629,53,18,single,rented,no,Psychologist,Sirsa,Haryana,12,11,0
160860,5639383,37,5,single,rented,no,Civil_engineer,Sonipat,Haryana,4,12,0
160861,3933433,32,5,single,rented,no,Graphic_Designer,Bhiwani,Haryana,3,12,0
160863,192829,66,11,single,rented,no,Flight_attendant,Sonipat,Haryana,11,14,0
160870,6606244,33,8,single,rented,no,Flight_attendant,Bhiwani,Haryana,8,13,0
160871,1969961,51,9,married,rented,yes,Dentist,Amritsar,Punjab,9,12,0
160908,4139062,31,11,single,rented,no,Industrial_Engineer,Sonipat,Haryana,11,13,0
160934,570560,60,9,single,rented,no,Computer_operator,Panchkula,Haryana,4,13,0
161003,2096865,23,11,single,rented,no,Drafter,Dehradun,Uttarakhand,11,12,0
161032,5121883,32,7,married,rented,no,Lawyer,Ludhiana,Punjab,5,12,0
161039,6105859,44,18,single,rented,no,Design_Engineer,Shimla,Himachal_Pradesh,10,14,0
161067,4570845,47,3,single,rented,no,Web_designer,Srinagar,Jammu_and_Kashmir,3,14,1
161074,80183,72,4,single,rented,yes,Financial_Analyst,Srinagar,Jammu_and_Kashmir,4,13,1
161075,2175094,29,4,single,rented,yes,Economist,Srinagar,Jammu_and_Kashmir,4,11,0
161076,8234198,54,16,single,rented,no,Aviator,Yamunanagar,Haryana,3,13,0
161103,8064081,55,18,single,rented,yes,Software_Developer,Bhiwani,Haryana,9,14,0
161124,5356355,34,6,single,rented,yes,Chartered_Accountant,Karnal,Haryana,6,13,0
161144,3342118,78,9,single,rented,no,Biomedical_Engineer,Haridwar,Uttarakhand,6,11,0
161150,8305013,45,0,single,rented,no,Statistician,Dehradun,Uttarakhand,0,11,0
161155,8170612,62,3,single,rented,no,Politician,Bathinda,Punjab,3,12,0
161166,281081,29,17,single,rented,no,Physician,Ambala,Haryana,6,13,0
161167,5720531,43,12,single,rented,no,Financial_Analyst,Dehradun,Uttarakhand,7,11,0
161179,4016035,35,19,single,rented,no,Police_officer,Patiala,Punjab,3,11,0
161220,7708426,42,14,single,rented,no,Industrial_Engineer,Sirsa,Haryana,7,13,0
161234,6666406,79,4,single,rented,no,Graphic_Designer,Rohtak,Haryana,4,12,0
161253,2391997,69,19,single,rented,no,Magistrate,Sirsa,Haryana,6,11,0
161262,1766902,30,14,single,rented,no,Police_officer,Amritsar,Punjab,8,13,0
161295,5732813,54,2,single,rented,yes,Geologist,Karnal,Haryana,2,13,0
161298,8597423,27,18,single,rented,no,Technical_writer,Haridwar,Uttarakhand,6,12,0
161326,7770002,25,3,single,owned,yes,Technology_specialist,Ambala,Haryana,3,13,0
161337,2400228,24,1,single,rented,yes,Technology_specialist,Bhiwani,Haryana,1,12,0
161345,5236105,23,7,married,rented,no,Web_designer,Shimla,Himachal_Pradesh,7,13,0
161361,2803526,29,20,single,rented,no,Secretary,Bathinda,Punjab,14,12,0
161363,5559665,56,8,single,rented,yes,Librarian,Dehradun,Uttarakhand,3,12,0
161367,3319389,35,5,single,rented,yes,Design_Engineer,Ludhiana,Punjab,5,11,0
161371,7545693,50,14,single,rented,no,Engineer,Srinagar,Jammu_and_Kashmir,4,14,0
161373,238506,24,3,single,rented,yes,Consultant,Bhiwani,Haryana,3,13,0
161377,9674252,41,7,single,rented,yes,Petroleum_Engineer,Patiala,Punjab,6,13,0
161388,4726953,61,14,single,rented,no,Air_traffic_controller,Haridwar,Uttarakhand,14,14,0
161430,7827983,59,18,single,rented,no,Biomedical_Engineer,Sonipat,Haryana,12,12,0
161445,221192,64,20,married,rented,yes,Financial_Analyst,Bhiwani,Haryana,4,14,0
161456,8247003,73,10,single,rented,no,Chartered_Accountant,Ludhiana,Punjab,4,13,0
161459,1537256,29,5,single,rented,yes,Biomedical_Engineer,Bathinda,Punjab,5,14,0
161469,5785401,27,20,single,rented,no,Firefighter,Ambala,Haryana,8,13,0
161496,5964534,21,2,married,rented,no,Fashion_Designer,Jalandhar,Punjab,2,11,0
161509,3040483,33,7,single,rented,yes,Surgeon,Haridwar,Uttarakhand,7,11,0
161523,2710720,53,13,single,rented,yes,Web_designer,Jammu[16],Jammu_and_Kashmir,7,10,0
161527,1944084,25,17,single,rented,no,Statistician,Jalandhar,Punjab,9,14,0
161533,3331423,38,10,single,rented,no,Comedian,Panipat,Haryana,4,13,0
161536,1165459,25,6,single,rented,no,Technician,Srinagar,Jammu_and_Kashmir,3,14,0
161542,2945781,40,5,single,rented,no,Artist,Jammu[16],Jammu_and_Kashmir,5,10,0
161544,8417601,60,2,single,rented,yes,Microbiologist,Jammu[16],Jammu_and_Kashmir,2,14,0
161545,1581300,50,6,single,rented,no,Engineer,Jalandhar,Punjab,6,14,0
161566,3386878,42,18,single,owned,yes,Technician,Sonipat,Haryana,3,14,0
161579,2047235,61,1,single,rented,yes,Army_officer,Faridabad,Haryana,1,13,0
161581,3553290,50,8,single,rented,no,Technician,Phagwara,Punjab,8,11,0
161593,9704512,78,15,single,rented,no,Artist,Panipat,Haryana,11,14,0
161601,4036960,79,16,single,rented,yes,Engineer,Panipat,Haryana,3,13,0
161603,6712876,51,17,single,rented,yes,Librarian,Panchkula,Haryana,3,14,0
161617,5460816,40,16,single,rented,yes,Firefighter,Bathinda,Punjab,13,11,0
161646,5633671,63,4,married,rented,no,Flight_attendant,Jammu[16],Jammu_and_Kashmir,3,11,0
161650,3227326,45,4,single,rented,no,Architect,Ludhiana,Punjab,4,12,0
161680,3160585,42,10,single,rented,no,Analyst,Srinagar,Jammu_and_Kashmir,8,10,0
161694,2214555,45,4,single,rented,no,Comedian,Sonipat,Haryana,4,12,0
161699,4798152,51,2,single,rented,no,Financial_Analyst,Sirsa,Haryana,2,14,0
161708,4158240,38,8,single,rented,yes,Surgeon,Ludhiana,Punjab,8,11,0
161709,6870039,48,0,single,rented,no,Graphic_Designer,Jalandhar,Punjab,0,13,0
161712,7509186,62,12,single,rented,no,Firefighter,Dehradun,Uttarakhand,4,12,0
161745,9106505,73,15,single,rented,no,Consultant,Sonipat,Haryana,8,12,0
161786,5463216,25,6,single,rented,no,Consultant,Ambala,Haryana,6,13,0
161795,6647587,63,19,single,rented,yes,Scientist,Amritsar,Punjab,10,12,0
161798,6130465,25,16,single,rented,no,Civil_engineer,Sonipat,Haryana,3,11,0
161836,1963558,36,15,single,rented,yes,Microbiologist,Shimla,Himachal_Pradesh,7,13,0
161837,8434862,27,9,single,rented,no,Chemical_engineer,Srinagar,Jammu_and_Kashmir,5,11,0
161842,9259060,54,16,single,rented,yes,Surveyor,Sirsa,Haryana,10,14,0
161843,7238880,29,7,single,rented,no,Computer_operator,Karnal,Haryana,7,10,0
161864,5000063,38,17,single,rented,no,Technology_specialist,Yamunanagar,Haryana,5,11,0
161886,2241112,28,8,single,rented,no,Police_officer,Sirsa,Haryana,6,14,0
161909,2735428,72,20,single,rented,no,Surveyor,Shimla,Himachal_Pradesh,6,14,0
161931,9311486,68,9,single,rented,no,Lawyer,Panchkula,Haryana,9,12,0
161934,9724250,67,17,single,rented,yes,Dentist,Bathinda,Punjab,3,13,0
161938,9822116,27,12,single,rented,no,Artist,Haridwar,Uttarakhand,12,13,0
161946,5899830,77,4,single,rented,no,Technical_writer,Karnal,Haryana,4,14,0
161953,6227811,60,14,single,owned,no,Economist,Sirsa,Haryana,12,12,0
161967,8005608,65,8,single,rented,no,Civil_servant,Sonipat,Haryana,8,12,0
161984,1197375,41,0,single,rented,yes,Microbiologist,Srinagar,Jammu_and_Kashmir,0,11,0
162001,1855377,26,3,single,rented,no,Magistrate,Shimla,Himachal_Pradesh,3,13,0
162018,9657655,76,0,single,rented,no,Psychologist,Jalandhar,Punjab,0,12,0
162022,8791091,33,15,single,rented,no,Microbiologist,Karnal,Haryana,12,14,0
162061,6862187,22,7,single,rented,no,Scientist,Srinagar,Jammu_and_Kashmir,7,12,0
162073,4184636,55,2,single,rented,yes,Official,Amritsar,Punjab,2,10,0
162075,4736350,38,13,single,rented,no,Microbiologist,Ambala,Haryana,6,13,0
162094,4421612,79,20,single,rented,no,Firefighter,Rohtak,Haryana,8,11,0
162110,7814930,77,4,single,rented,yes,Surveyor,Haridwar,Uttarakhand,4,14,0
162123,9984878,51,18,single,rented,yes,Comedian,Jammu[16],Jammu_and_Kashmir,8,12,0
162142,5498131,61,15,single,rented,no,Industrial_Engineer,Amritsar,Punjab,7,13,0
162163,7362151,65,4,single,rented,no,Magistrate,Gurgaon,Haryana,3,11,0
162171,7167873,61,0,single,rented,yes,Designer,Ambala,Haryana,0,11,1
162192,7278093,77,17,single,rented,no,Chemical_engineer,Sirsa,Haryana,10,14,0
162198,1680177,33,18,single,owned,no,Industrial_Engineer,Sonipat,Haryana,6,11,0
162204,4706227,76,6,single,rented,yes,Technical_writer,Haridwar,Uttarakhand,6,14,0
162226,5794794,61,19,single,rented,no,Drafter,Patiala,Punjab,13,11,0
162238,3991574,62,20,single,rented,no,Technical_writer,Jammu[16],Jammu_and_Kashmir,7,10,0
162243,1672431,45,8,single,rented,no,Drafter,Jalandhar,Punjab,8,14,0
162246,8262466,46,4,single,rented,no,Chemical_engineer,Phagwara,Punjab,4,13,0
162250,3128681,59,4,single,owned,no,Drafter,Ludhiana,Punjab,4,12,0
162258,4594450,79,14,single,rented,no,Microbiologist,Shimla,Himachal_Pradesh,14,11,0
162259,2703840,48,17,single,norent_noown,no,Computer_operator,Dehradun,Uttarakhand,5,14,0
162264,3171323,21,17,single,rented,no,Industrial_Engineer,Shimla,Himachal_Pradesh,5,12,0
162296,5615027,23,14,single,rented,yes,Civil_engineer,Dehradun,Uttarakhand,14,14,0
162302,3890518,64,19,single,rented,no,Scientist,Shimla,Himachal_Pradesh,12,10,0
162353,4149976,35,15,married,owned,no,Drafter,Ludhiana,Punjab,10,12,0
162357,6118570,53,14,married,rented,no,Technology_specialist,Dehradun,Uttarakhand,14,13,0
162369,3215432,37,6,single,rented,yes,Consultant,Haridwar,Uttarakhand,6,12,0
162434,6963246,35,16,single,rented,no,Industrial_Engineer,Gurgaon,Haryana,14,12,0
162448,294610,49,16,single,rented,no,Computer_hardware_engineer,Yamunanagar,Haryana,6,13,0
162478,1097615,59,15,married,rented,no,Technician,Yamunanagar,Haryana,5,14,0
162480,346205,68,14,single,rented,no,Police_officer,Bhiwani,Haryana,6,13,0
162546,9071050,30,8,single,rented,no,Magistrate,Patiala,Punjab,3,12,0
162564,1585215,64,9,single,rented,no,Politician,Karnal,Haryana,9,10,0
162569,7767858,29,0,married,rented,no,Physician,Yamunanagar,Haryana,0,10,0
162588,3753805,68,0,single,rented,no,Physician,Srinagar,Jammu_and_Kashmir,0,13,0
162607,1117930,79,15,single,rented,no,Drafter,Rohtak,Haryana,9,12,0
162609,96503,40,13,single,rented,no,Flight_attendant,Shimla,Himachal_Pradesh,3,14,0
162623,8973665,74,19,single,rented,no,Psychologist,Yamunanagar,Haryana,13,10,0
162662,7394642,53,11,single,rented,yes,Police_officer,Bathinda,Punjab,11,14,0
162674,2873313,29,17,single,norent_noown,no,Chemical_engineer,Ludhiana,Punjab,7,13,0
162684,1755216,38,15,single,rented,no,Hotel_Manager,Haridwar,Uttarakhand,11,13,0
162688,3469231,42,12,single,rented,no,Surgeon,Rohtak,Haryana,12,14,0
162693,1014244,36,9,single,rented,no,Designer,Ludhiana,Punjab,9,10,0
162716,1854968,27,19,single,rented,no,Financial_Analyst,Sonipat,Haryana,3,14,0
162751,6443249,69,18,single,rented,no,Firefighter,Ambala,Haryana,6,10,0
162760,4273331,67,17,single,rented,yes,Surgeon,Amritsar,Punjab,6,10,0
162761,8371842,66,15,single,owned,no,Comedian,Jalandhar,Punjab,4,11,0
162786,156398,69,10,single,rented,yes,Technology_specialist,Bathinda,Punjab,7,14,0
162787,2157311,78,14,single,rented,no,Chef,Sonipat,Haryana,6,12,0
162804,7198404,29,19,single,owned,yes,Graphic_Designer,Patiala,Punjab,6,14,0
162815,2310149,35,9,single,rented,no,Air_traffic_controller,Jammu[16],Jammu_and_Kashmir,9,11,0
162832,4486618,31,6,single,norent_noown,yes,Police_officer,Yamunanagar,Haryana,6,10,0
162868,6104859,47,12,single,rented,yes,Surgeon,Phagwara,Punjab,12,11,0
162874,8367934,39,0,married,norent_noown,no,Comedian,Panipat,Haryana,0,12,0
162875,5639809,75,0,single,rented,no,Drafter,Dehradun,Uttarakhand,0,10,0
162885,8200302,36,13,single,owned,no,Librarian,Shimla,Himachal_Pradesh,5,11,0
162891,1538951,73,9,single,rented,yes,Geologist,Panchkula,Haryana,9,10,0
162894,8369359,49,7,single,rented,yes,Police_officer,Haridwar,Uttarakhand,7,13,0
162943,532746,78,18,married,rented,yes,Petroleum_Engineer,Haridwar,Uttarakhand,10,12,0
162961,599470,53,17,single,rented,no,Flight_attendant,Srinagar,Jammu_and_Kashmir,3,13,0
